lanes_,maxspeed,oneway_,isRound_,isOpBus_,busBid_,type_,category_,id_,lat_,lon_,busRts_
0,50.0,,False,False,,footway,pedestrian,443106561,0.0,0.0,[]
0,50.0,,False,False,,footway,pedestrian,443106561,0.0,0.0,[]
0,50.0,,False,False,,footway,pedestrian,443106562,0.0,0.0,[]
0,50.0,,False,False,,footway,pedestrian,443106562,0.0,0.0,[]
0,50.0,,False,False,,footway,pedestrian,443106562,0.0,0.0,[]
0,50.0,,False,False,,footway,pedestrian,443106562,0.0,0.0,[]
0,50.0,,False,False,,service,road,443106563,0.0,0.0,[]
0,50.0,,False,False,,service,road,443106563,0.0,0.0,[]
0,50.0,yes,False,False,,service,road,443106568,0.0,0.0,[]
0,50.0,,False,False,,service,road,443773986,0.0,0.0,[]
0,50.0,,False,False,,path,cycleway,443775615,0.0,0.0,[]
0,50.0,,False,False,,path,cycleway,443775615,0.0,0.0,[]
0,50.0,,False,False,,path,cycleway,443775616,0.0,0.0,[]
